,Name,Label,Origin,Shape,Height,Width,Luminosity,Brightness
18732,BA_38346.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,182.44979938271604,178.4196913580247
18809,BA_433045.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,197.82405092592592,197.8152700617284
42068,20190531_114554_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,149.3910725308642,147.06008487654321
19570,BA_992459.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,199.59373456790124,199.99028549382717
18567,BA_26527.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,187.65485339506174,185.5431712962963
18999,BA_566824.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,192.71860339506173,191.55318672839505
18378,BA_115323.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,186.58936728395062,182.23744598765433
37602,20190527_111415_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,136.8957638888889,130.29702160493827
18462,BA_183362.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,192.28555555555556,190.85869598765433
18611,BA_296311.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.894375,189.45135030864196
19163,BA_689893.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,186.33591820987655,183.709012345679
19276,BA_776763.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,198.54319444444445,198.83331790123458
19498,BA_93417.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,185.99942901234567,182.4839814814815
41988,20190527_113359_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,141.33863425925927,136.6137962962963
18754,BA_396998.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,189.94328703703704,188.8058410493827
18928,BA_513630.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,189.9016435185185,187.597237654321
19119,BA_658251.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,193.405625,192.95653549382715
18702,BA_360335.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,184.72988425925925,181.49098765432097
19285,BA_785668.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,192.5851311728395,191.4571450617284
19063,BA_61113.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,188.14163580246912,186.3318287037037
19077,BA_622087.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.00735339506173,187.6438425925926
19152,BA_681430.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,199.72614969135802,198.95917438271604
19085,BA_630455.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,185.38461419753085,181.44143518518518
18646,BA_32179.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,189.0753086419753,185.86271604938273
18740,BA_387655.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,198.19152777777776,197.21891975308642
18561,BA_260100.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,193.3544212962963,191.58159722222223
11,BAS_0012.tiff,Basophil,Munich,"(400, 400, 3)",400,400,194.45658950617283,182.66243827160494
19280,BA_779930.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,198.1361574074074,198.41448302469135
18495,BA_208485.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,189.64480709876543,187.24854166666665
19187,BA_709347.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,195.0054861111111,193.54019290123458
18821,BA_439718.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,186.98068672839506,184.96841049382715
42043,20190531_112231_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,147.27675154320988,140.18950617283951
8,BAS_0009.tiff,Basophil,Munich,"(400, 400, 3)",400,400,168.1873688271605,154.45289351851852
37662,20190604_110523_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,151.69368055555555,148.12844907407407
18410,BA_141630.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,187.7208487654321,184.76229166666667
18425,BA_154572.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,191.6295524691358,189.3375385802469
19328,BA_812946.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,184.76854166666666,180.2909336419753
18826,BA_445437.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,191.0867824074074,189.74469907407408
41972,20190527_112143_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,149.87867283950618,143.06714506172838
19022,BA_583166.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.25365740740742,187.86186728395063
18461,BA_180990.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,193.21537037037038,191.37391203703703
19191,BA_712840.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,187.81581018518517,185.05797839506172
42065,20190531_114312_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,138.8275848765432,133.18777777777777
42023,20190531_110137_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,141.4538425925926,137.78477623456791
63,BAS_0064.tiff,Basophil,Munich,"(400, 400, 3)",400,400,189.79087191358025,177.92895833333333
18776,BA_410010.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,195.60888117283952,194.37003086419753
18432,BA_158647.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,187.70894290123456,185.67229938271606
19312,BA_801858.jpg,Basophil,Barcelona,"(369, 366, 3)",369,366,196.66597993827162,187.74895061728395
18927,BA_513500.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,188.2650848765432,186.24364969135803
19355,BA_830328.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,194.87654320987653,193.8076774691358
18781,BA_412674.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,188.20769290123457,186.2141435185185
18918,BA_506702.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,189.80600308641976,188.64805555555554
37601,20190527_111205_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,149.81256172839505,145.27769290123456
19437,BA_889100.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,199.92989969135803,200.68350308641976
18581,BA_274684.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,198.15804783950617,198.72162808641974
19164,BA_691060.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,188.6322299382716,185.43701388888888
60,BAS_0061.tiff,Basophil,Munich,"(400, 400, 3)",400,400,193.1348148148148,185.15802469135804
19034,BA_589260.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.69662037037037,187.90854938271605
41974,20190527_112240_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,139.73287037037036,131.50376543209876
19551,BA_98051.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.4039274691358,188.84020061728395
18586,BA_276896.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,189.42814814814815,187.1056712962963
19527,BA_953133.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,173.83698302469136,168.97926697530863
19439,BA_891403.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.52458333333334,188.69821759259258
18545,BA_24720.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.92368055555556,189.04618827160493
19458,BA_901979.jpg,Basophil,Barcelona,"(369, 366, 3)",369,366,194.93614197530863,186.49488425925927
18997,BA_564691.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.80358796296295,188.13181327160493
19078,BA_624477.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.32369598765433,187.58668209876544
19563,BA_98903.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,191.1017361111111,188.48180555555555
37614,20190527_114438_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,138.66880401234567,131.15498456790124
19556,BA_985011.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,193.27081790123458,191.7445987654321
19052,BA_605110.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,184.73974537037037,181.82256944444444
19421,BA_878384.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,178.34871913580247,173.42125771604938
19354,BA_828657.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,192.29445987654321,190.89513888888888
18601,BA_284282.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,181.2084027777778,176.20034722222223
18570,BA_266370.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.99699074074073,189.18431327160494
19161,BA_689200.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,189.49891203703703,186.83095679012345
19031,BA_588492.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,189.2432638888889,187.18787037037038
41981,20190527_112659_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,132.00148919753087,125.15265432098765
41968,20190527_111539_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,141.95762345679012,134.5125925925926
37663,20190604_111002_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,124.54807098765433,115.83708333333334
18441,BA_166406.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,187.76764660493828,184.81115740740742
18533,BA_23839.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,195.3191049382716,194.28574074074075
41931,20190526_164621_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,141.15940586419754,139.08666666666667
19167,BA_691762.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,184.1553163580247,179.41281635802468
18650,BA_32490.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.1646913580247,187.76494598765433
18638,BA_314590.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,193.48748456790125,192.78890432098765
19239,BA_74901.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,199.27494598765432,199.41912037037036
19126,BA_662040.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,191.2385339506173,189.5050925925926
42109,20190604_110533_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,159.43985339506173,158.06935185185185
19475,BA_915476.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.231612654321,187.9662422839506
18996,BA_564254.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,193.8041049382716,193.17149691358026
18632,BA_309583.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,180.54422067901234,174.71295524691357
19111,BA_648725.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,187.70623456790125,185.5573688271605
19308,BA_800475.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,185.52226851851853,181.984112654321
19089,BA_633258.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,186.8166975308642,184.00858796296296
18746,BA_391998.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,192.03704475308643,190.4882021604938
19054,BA_60640.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,189.63854166666667,187.02179012345678
18501,BA_21413.jpg,Basophil,Barcelona,"(369, 366, 3)",369,366,198.84716049382715,191.97061728395062
42100,20190531_120711_2.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,142.47030864197532,135.82703703703703
19550,BA_980473.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,186.985887345679,183.93764660493827
41918,20190526_163519_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,131.01993055555556,121.04903549382716
52,BAS_0053.tiff,Basophil,Munich,"(400, 400, 3)",400,400,182.97389660493826,167.6198611111111
42112,20190604_110727_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,148.53213734567902,146.21431327160494
19329,BA_813231.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,196.20052469135803,195.82598765432098
18437,BA_163898.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,188.72405092592592,186.45122685185186
19525,BA_952548.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,193.5562885802469,192.93431327160494
18575,BA_270382.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,196.10867283950617,195.759375
18369,BA_102750.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,195.17864969135803,194.86537037037036
18644,BA_319331.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,180.99318672839507,175.39811728395063
19178,BA_699269.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,187.83444444444444,186.09489969135802
18510,BA_220744.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,197.0508024691358,196.11940586419752
19446,BA_893495.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,178.93875,174.50015432098766
18681,BA_345373.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,183.77025462962962,179.79114197530865
18508,BA_218471.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,184.49573302469136,181.66530092592592
37635,20190531_113102_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,132.22431327160493,124.59625771604938
42033,20190531_111114_1.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,141.99053240740741,141.03041666666667
42025,20190531_110437_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,134.5321836419753,128.6155015432099
42059,20190531_113417_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,148.1956635802469,142.73382716049383
18780,BA_412507.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,196.92431327160494,196.64655092592594
18465,BA_186830.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,186.46145061728396,184.20263117283952
18657,BA_328970.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,191.53895833333334,189.45031635802468
18577,BA_271501.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,197.62114197530863,197.51439814814816
19320,BA_809286.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,194.15810956790122,194.03333333333333
18607,BA_289279.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,187.87217592592592,186.1647299382716
18582,BA_274864.jpg,Basophil,Barcelona,"(369, 366, 3)",369,366,188.10202160493827,179.47757716049384
37606,20190527_112732_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,150.1213734567901,144.94127314814816
42038,20190531_111852_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,136.7029398148148,133.60393518518518
18912,BA_504467.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,196.15891203703703,194.72604938271604
19137,BA_669399.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,189.75373456790123,187.0484799382716
37621,20190531_105808_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,138.2242438271605,125.53828703703704
19452,BA_897131.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,192.7770138888889,191.18798611111112
19317,BA_806767.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,189.71588734567902,187.0681172839506
19503,BA_936898.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,187.35717592592593,184.9457561728395
42040,20190531_112055_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,159.31162037037038,161.2879089506173
18481,BA_199179.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,184.2223148148148,180.50337191358025
19370,BA_839500.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,191.33671296296296,189.45810956790123
18475,BA_196807.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,185.01381172839507,181.9881712962963
42076,20190531_115224_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,152.22595679012346,153.1126311728395
19232,BA_744466.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,194.7665663580247,193.4670987654321
42085,20190531_115711_1.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,138.0872839506173,131.8649074074074
19554,BA_982393.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.9362037037037,188.19810956790124
19330,BA_814754.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,183.62680555555556,181.02940586419754
19183,BA_702934.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,192.71059413580247,191.1791975308642
19513,BA_94405.jpg,Basophil,Barcelona,"(369, 366, 3)",369,366,199.74962191358026,191.16254629629628
41991,20190527_113717_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,140.54295524691358,131.797600308642
18555,BA_254820.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,191.6509799382716,190.22885030864197
19491,BA_93046.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,196.033125,195.79222222222222
18874,BA_476625.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,185.77667438271604,183.01131944444444
42115,20190604_110854_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,156.15418981481483,154.78189814814814
18392,BA_126424.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,188.37849537037036,186.6449074074074
18890,BA_488451.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,184.77591049382715,181.0401388888889
18846,BA_461900.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,191.11292438271605,189.75339506172838
19518,BA_946406.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.36739197530864,187.28822530864198
19459,BA_902136.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.3514274691358,188.80264660493827
18768,BA_40355.jpg,Basophil,Barcelona,"(369, 366, 3)",369,366,196.91925925925926,188.39819444444444
19093,BA_634407.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,196.02301697530865,195.68626543209876
41964,20190527_111252_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,149.51939043209876,143.9921527777778
19056,BA_60739.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,191.41719907407406,188.80608024691358
18446,BA_173262.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,198.90952932098764,198.1387037037037
18831,BA_449695.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.21609567901234,188.7816435185185
19,BAS_0020.tiff,Basophil,Munich,"(400, 400, 3)",400,400,197.62889660493826,184.94216820987654
19079,BA_625394.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,181.57784722222223,178.0685725308642
19448,BA_89458.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,187.3895601851852,185.25200617283951
18853,BA_463847.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,191.09233024691358,189.67020061728394
19127,BA_662105.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,185.2316898148148,182.15997685185187
37640,20190531_113826_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,137.82239197530865,132.8561188271605
18851,BA_462792.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,198.71998456790124,198.7495447530864
19066,BA_612971.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,185.7798225308642,182.69155864197532
18473,BA_193863.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,195.22168981481482,193.94658179012345
18549,BA_250000.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,183.97984567901236,180.5745524691358
19039,BA_594501.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,198.91623456790123,198.53400462962964
19224,BA_737054.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,182.1239274691358,177.86172067901234
18649,BA_324706.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,194.2987114197531,192.3121836419753
42108,20190604_110334_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,161.91143518518518,158.68654320987653
42094,20190531_120436_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,150.98743055555556,149.96597222222223
18625,BA_305833.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,187.23337962962964,184.71563271604938
18596,BA_280715.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,191.7989737654321,190.73599537037038
19376,BA_842957.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,187.32019290123458,184.11122685185185
18491,BA_204791.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.58467592592592,188.15712962962962
19581,BA_99625.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,189.96639660493827,187.3307638888889
19304,BA_799126.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.45199074074074,188.17831790123458
18674,BA_338836.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,194.52524691358025,192.68814043209878
37638,20190531_113612_0.jpg,Basophil,Raabin,"(575, 575, 3)",575,575,144.58760802469135,136.34594907407407
18889,BA_487129.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,187.6674537037037,185.27604938271605
18464,BA_184682.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,193.40114969135803,193.50426697530864
18556,BA_255467.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,191.9490586419753,189.62426697530864
19540,BA_965388.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,192.54168981481482,190.8507561728395
18705,BA_362887.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,190.6749537037037,188.60730709876543
18951,BA_53335.jpg,Basophil,Barcelona,"(363, 360, 3)",363,360,191.08828703703705,189.064475308642
